SeqNbr,EpsgNbr,EsriNbr,OracleNbr,MapInfoNbr,OemNbr,Oracle9Nbr,CsMapNbr,CsMapName,CtmxName,AdskName,EpsgName,EsriName,OracleName,MapInfoName,OemName,GeoToolsName,OcrName,OgcName,GeoTiffName,Oracle9Name,LegacyName,CnvrsnName,CnvrsnComment,MaintenanceComment,Quality,UserFlag,RfcnQualifier
5900,8611,,,,,,157,Bursa Wolfe Scale,,Bursa Wolfe Scale,Scale difference,Scale_Difference,Scale Difference,,,,Datum_Scale,,Datum_Sale,,,,,,,,
6000,0,,,,,,499,,,,,,,,,semi_major,,,,,,,,,,,
6100,0,,,,,,499,,,,,,,,,semi_minor,,,,,,,,,,,
6200,0,,,,,,499,,,,,X_Scale,,,,,,,,,,,,,,,
6300,0,,,,,,499,,,,,Y_Scale,,,,,,,,,,,,,,,
6400,0,,,,,,499,,,,,,,,,,,,,,,,,,,,
6500,0,,,,,,499,,,,,Pseudo_Standard_Parallel_2,,,,,,,,,,,,,,,
6600,0,,,,,,499,,,,,Option,,,,,,,,,,,,,,,
6700,0,,,,,,499,,,,,Height,,,,,,,,,,,,,,,
6800,0,,,,,,499,,,,,Central_Parallel,,,,,,,,,,,,,,,
6900,8828,,,,,,499,,,,Spherical latitude of origin,,,,,,,,,,,,,,,,
7000,8829,,,,,,499,,,,Spherical longitude of origin,,,,,,,,,,,,,,,,
7100,8830,,,,,,499,,,,Initial longitude,,,,,,,,,,,,,,,,
7200,8831,,,,,,499,,,,Zone width,,,,,,,,,,,,,,,,
7300,8826,,,,,,,,,,Easting of false origin,,,,,,,,FalseOriginEasting,,,,,,,,
7400,8815,,,,,,,,,,Scale factor on initial line,,,,,,,,ScaleAtCenter,,,,,,,,
7500,8816,,,,,,,,,,Easting at projection center,,,,,,,,,,,,,,,,
7600,8817,,,,,,,,,,Northing at projection center,,,,,,,,,,,,,,,,
7700,8819,,,,,,,,,,Scale factor on pseudo standard parallel,,,,,,,,,,,,,,,,
7800,8821,,,,,,,,,,Latitude of false origin,,,,,,,,FalseOriginLat,,,,,,,,
7900,8822,,,,,,,,,,Longitude of false origin,,,,,,,,FalseOriginLong,,,,,,,,
8000,8827,,,,,,,,,,Northing of false origin,,,,,,,,FalseOriginNorthing,,,,,,,,
8100,8833,,,,,,,,,,Longitude of origin,,,,,,,,,,,,,,,,
